review,sentiment
"I came out of ""Rendition"" with a list of flaws a mile long, so how is it that my overall impression is that it was a pretty decent movie? It's definitely a film whose sum is better than its parts.<br /><br />Those parts include a cast of big name stars, not one of them giving a memorable performance (Omar Metwally, a relative unknown, is the one you'll remember); serviceable if undistinguished direction; and a screenplay that's both too complicated and too simplistic at the same time. Metwally is an Egyptian-born American citizen who gets kidnapped by the U.S. government's rendition program, otherwise known as the process by which America tortures suspected terrorists into confessing information whether or not it's remotely true. Reese Witherspoon plays his pregnant wife, who calls in the favor of an old college friend (Peter Saarsgard), who works for a senator (Alan Arkin) and helps to track her husband down. Meryl Streep plays the head of the rendition program; Jake Gyllenhaal is a young agent assigned to the interrogation and whose conscience gets in the way. Meanwhile, a whole parallel storyline follows the daughter of a top Egyptian official who is allied to the American rendition program and her boyfriend, who's in training to become a suicide bomber.<br /><br />Ay-yi-yi that's a lot of plot to pack into a two-hour movie, and I was about to wash my hands of the whole thing, especially the Egyptian Romeo and Juliet subplot that felt like nothing more than a distraction. But then near the film's finale, a twist of chronology brings all of the plot strands together in a way that makes you want to reassess everything you thought you knew about the motivations of the various characters, and makes ""Rendition"" a much more interesting movie than it seems like it's going to be.<br /><br />Witherspoon, Gyllenhaal and Sarsgaard all look like high school students playing adults twenty years older than they actually are -- Gyllenhaal in particular, usually a fine actor, looks so bored that you wonder if he's going to muster the energy to deliver his lines. And the screenwriter should be arrested for having an actress as good as Meryl Streep at his disposal and giving her nothing more to work with than this one-dimensional dragon lady. The movie of course strives for relevancy, but instead of addressing the tangled web of arguments surrounding the national security issue, it charges right down the middle of the debate in a predictable fashion. There are moments when you think maybe the film will veer off in an interesting direction -- what if Witherspoon did actually begin to doubt her husband's past, for instance? What if Metwally actually had been in contact with terrorists, as his interrogators accuse? But no, the movie takes the path of least resistance.<br /><br />But, like I said upfront, I recommend this movie. I know I've done nothing but list a bunch of its faults, but it's got its head in the right place, and it is entertaining, or at least as as entertaining as a movie about torture and interrogation can be.<br /><br />Grade: B+",positive
"The above seemed a much more appropriate title when me and my suicidal underlings decided to watch this masterpiece of modern bullshit <br /><br />Erotic,Scary, Suspenseful, Well thought out, these are all the things this film fails to be.<br /><br />It is however incredibly funny, the slow sound effects and bad dubbing add to this to make one of the greatest comedies I have seen in recent years. And yet this film doesn't even try to be funny and that is one of the movies grand achievements, it becomes a comedy without even attempting to amuse.<br /><br />Throughout the film an old guy who looks amazingly like Santa Claus goes around ploughing over zombies and smashing vampires into the ground. This made me fail to believe the films title, if this was vampires vs zombies why were the vampires and zombies not fighting? Oh well whatever, besides there were more flaws to this rental than the title. Such as this one; there has been a virus sweeping through America creating zombie like beings who go around acting a lot like your average tourist. And yet there's only four zombies in the entire film. Another problem is besides one shop everywhere is deserted. Surely you'd see zombies roaming about in the woods or in the background a bit. In fact I believe they just drove around in a circle of forest over and over again since they didn't have a high enough budget to film in a wider location, that or the director didn't want to waste his precious time filming in different areas of wood he was to busy sitting in a trailer jerking off to be bothered with such trivial matters.<br /><br />In fact the director had so much fun doing this that he didn't have enough time to hire a big enough cast or even an editor. And so he told the eight members of the cast to dress up as different people and try not to act inconspicuous, whilst I assume he changed his name and began randomly snipping at the film reels ""editing isn't a hard job anyway right?"" The only reason this ""movie"" found it's way into our bag was because somehow we got it confused with Freddy vs Jason, strange how these things happen isn't it. And the only way we made it though the night was by strapping gas masks on and bolting them to our skulls to avoid the stink of this nauseating mess.<br /><br />Oh yes we did laugh at the end, but I'm sure one does that a lot when he has lost his sanity...................",negative
"WE FAW DOWN <br /><br />Aspect ratio: 1.33:1<br /><br />Sound format: Silent<br /><br />(Black and white - Short film)<br /><br />Stan 'n' Ollie get mixed up with a couple of floozies (Kay Deslys and Vera White) after setting out to visit a theatre which burns down in their absence! Needless to say, their tyrannical wives (Vivien Oakland and Bess Flowers) are not amused...<br /><br />Leo McCarey's OK comedy laid the narrative framework for William Seiter's masterpiece SONS OF THE DESERT (1934), with L&H playing brow-beaten victims of circumstance, forced to tell a monstrous lie which backfires in spectacular fashion. Much of it is very funny, especially the scene in which Stan is teased by Deslys, leading to a violent game of push and shove. However, some of the fun is undercut by Oakland and Flowers, playing their roles completely straight, which adds an element of unpleasantness to the 'henpecked husband' scenario. Originally released in the UK as WE SLIP UP.",negative
"I tried to watch this adaptation, but it was just so awful I couldn't torture myself like that. The performances were quite sub-par, with the exception of Ariel. Fonda was way over the top in a role that should be handled with some subtlety. I have studied Shakespeare and seen many adaptations, and this is, by far, the worst one I have ever seen. I have to wonder why on Earth someone made this film. Shakespeare can, and has been, beautifully adapted in many cases. This is not one of them. If you must watch this film, may I suggest a drinking game? Take a drink every time they go off book from the original idea and two drinks every time Fonda overacts. You should be quite drunk in a very short time.",negative
"Some amusing humor, some that falls flat, some decent acting, some that is quite atrocious. This movie is simply hit and miss, guaranteed to amuse 12 year old boys more than any other niche.<br /><br />The child actors in the movie are just unfunny. When you are making a family comedy, that does tend to be a problem. Beverly D'Angelo rises above the material to give a funny, and dare I say it, human performance in the midst of this mediocrity.",negative
"Sometimes you ignore that little voice in your head that says ""stay away from this movie"". We should all pay more attention to that little voice. This may be the worst movie I've ever had the non-pleasure of sitting through, or it may be the best reason to remember that your DVD player has a fast-forward button. Made on a budget somewhere in the vicinity of $1.99, ""The Cavern"" is obviously a quick cheapie made to piggyback on the current bunch of scary cave-lots of darkness-claustrophobic spelunkers-unknown menace flicks like ""The Cave"" and ""The Descent"". A few years back there was similar rash of look-alike movies that used sea-going vessels instead of caves. All had scary boats/submarines-lots of darkness-claustrophobic adventurers-unknown menaces...same old same old. ""The Cavern"" is really ""The Blair Witch Project"" only this time we're lost under the earth and not lost on top of it. Throw in a flashlight with failing batteries, a cow skull with fangs glued on it for a monster, and one of the stupidest ""twist"" climaxes ever put on film. That being said, let me urge you to listen to me, the little voice in your head. I'm your friend. I want you to have a happy life. Stay away from this movie.",negative
"The best thing about the movie is the name, as it both describes the plot and the acting. At least they cannot say they didn't warn you... Kind of like the button labeled, ""Don't push this"".<br /><br />Segal must have run out of things that move like planes, trains, and ships but the plot remains the same. Under cover guy who fights slowly, but still beats like 40 mercenary types and doesn't even blink when doing so. What amazes me is that Segal is now as big as a barn and the bad guys still cannot hit him in a hallway with a machine gun and 50 clips of ammo. Where do all these bullets actually go to? The only redeeming feature of this movie is watching Nia Peeples pound Ja Rule (real name Jeffrey Atkins doesn't quite sound so punk) into the floor. I could spend days watching that woman kick her foot over her shoulder like that... especially wearing an outfit like that! It was just a bonus watching Jeffy get is *ss kicked, and fun hoping one of those kicks actually landed. Sorry, it's just time we get stupid wannabe tough guy can't act rappers out of the movies. PLEEEEEASE! Who came up with idea anyway? I'd lay odds it was the person who decided that Cameron Diaz and Drew Barrymore would pass as witty athletic Angels.<br /><br />The only surprising twist in this movie is that they don't do the politically correct thing and have Jeffy come in and save the day. No doubt if Snoop (otherwise known by his momma as Calvin Broadus which again doesn't sound so cool when you refer to him as Cal) had been in the movie, he'd throw some signs down on her and probably saved Segal's life or something.",negative
"For a low budget project, the Film was a success. The story is interesting, and the actors were convincing. Eva Longoria, who now stars on the TV Show ""Dragnet,"" is sexier than ever. The locations were ideal for the ganster plot, and the director shows his talent by taking on many roles for his project. Of course this low budget film could use better editing transitions and more special effects for the gun scenes, but the music keeps this script moving. Although this film has it's share of problems, such as continuity, I must say that I would rent the director's next movie. If your a film student, you could learn a few things from the director's commentary.",positive
"I'll be honest-- the pimped out purple plane with Snoop Dogg at the helm is an amusing visual gag. It would have been a decent concept for a 30 second commercial, or maybe a 3 minute music video. But the producers have committed the age-old concept comedy sin of stretching 30 seconds of material into an hour and a half of film, and the results are predictably lame. The remainder of the 89 minutes are filled with the typical gamut of racist and sexist humor and fart jokes, offensive and-- worst of all-- painfully unfunny. The threadbare plot screams under the weight of its contrivances. Best to be avoided unless you are drunk or stoned.",negative
"this became a cult movie in chinese college students, though i havnt watched it until it is broadcasted in channel4, UK.<br /><br />full of arty giddy pretentions, the plot is mediocre and unreal; the 'spirit' it wants to convey is how independent artists 'resist the commercisliation of music industry' and maintain their' purity of an artistic soul' and wouldnt 'sell themselves for dirty money'. that is really giddy and superficial; the diologue are mainly pathetic. acting is poor. sceenplay is full of art pretention. it is a fantasy movie for kids and that;s all<br /><br />",negative
"Just bought the VHS on this film for two bucks, Did I waste my money! Hey, I dig Adam ""Batman"" West and Tina ""Giligan's Island"" Louise, but hello! This third rate production is a rehash of a dozen other biker films; crazed bunch of bikers psychos ride into a hick town, beat up everybody and everything, and then are defeated in the man by a dashing hero. Adam West looks the part as a hero, but he's missing cape, and his Batman uniform. Sorry, just isn't the same. Tina L. looks really nervous and frightened the whole show, but at least we know what happened to ""Ginger"" once she was rescued from the island...LOL! The bikers are a motley group, and known of them ever acted again or at least shouldn't have. Hell Riders is Hell to Watch!",negative
"""9/11,"" hosted by Robert DeNiro, presents footage from outside and inside the Twin Towers in New York, on September 11, 2001.<br /><br />Never too grisly and gory, yet powerful and moving. ""9/11"" is a real treat. Anyone not moved by this television show is immune to anything.<br /><br />5/5 stars --<br /><br />",positive
"I used to LOVE this movie as a kid but, seeing it again 20+ years later, it actually sucks. Up The Academy might have been ahead of it's time back in 1980, but it has almost nothing to offer today! Movies like Caddyshack and Stripes hold-up much better today than this steaming dogpile. No T&A. No great jokes except for the one-liners we've all heard a million times by now.<br /><br />I recently bought the DVD in hopes that it would be the gem I remembered it being. Well, I was WAY off! The soundtrack had only 2-3 widely-recognizable hits (not the smash compilation others had mentioned) and the frequent voice-overs were terrible. The only thing that was interesting, to me, was predicting what the character's lines were before they said them. Yep, I watched this movie that much back then! <br /><br />The only reason I am writing this review is to give my two cents on why this movie should be forgotten, sorry to say. :(",negative
"The only redeeming feature of this movie is Steve Carell. Like John Wayne, I've never seen Steve Carell stretch too far as an actor, but it doesn't matter. He always plays his one role perfectly.<br /><br />As Marty Feldman once said, comedy must have internal consistency. You can have 4 men on stage sitting in garbage cans, and that's fine, but if you bring a fifth man on stage who isn't in a garbage can, you must then explain to the audience why he is not also in a garbage can.<br /><br />Why doesn't Evan accept his role as a messenger of God? Why, when he does accept it, is he so profoundly embarrassed by it? Why isn't anyone more impressed with the way that animals follow Evan around (they are explained away by the unthinking doubters as ""trained animals"" possibly from a circus). There's a terrible flood at the end, and most everyone we see hops on the ark and is saved, but surely thousands of people would have been killed by the flood; there is no post-disaster emotional atmosphere at the end. Instead, most of congress has finally seen the light and is about to prosecute the lone incorrigibly bad congressman for ""profiteering"".<br /><br />I gotta admit: I also liked the fish in the aquarium reacting to the presence of Evan.",negative
"Now I had the pleasure of first viewing Contaminated Man when it premiered on TV back in December of 2000.<br /><br />An infectious disease expert (William Hurt) looses his family when an unknown disease enters his home and kills them. Now some years later he is now in Russia or someplace. I'm not sure where exactly, all I know is it takes place somewhere in that area. Anyway, because of budget cutbacks at an infectious disease laboratory, they are forced to lay off most of their workers. One of them, a disgruntled security guard named Joseph Muller (played Peter Weller, best known for his role as the indestructible Robocop) goes in there and demands that they give him his job back. He needs this job because he is divorced and he needs it to pay child support. So he goes in there, a fight breaks out, and some things get knocked over, dangerous things. It's soon discovered that Muller has been infected with a deadly pathogen. In fact it's so deadly, one drop of his blood will kill a person in matter of seconds. Soon word gets out and the disease expert (Hurt) is called in to investigate and he later teamed up with an American reporter. Now Muller is determined to get home to see his wife and son and will stop at nothing even if he has to infect the entire Russian population.<br /><br />Now as I said before this film is a lot like Falling Down. We have a disturbed person (Weller here, Michael Douglas in Falling Down) who will stop at nothing to accomplish there goal even if they have to kill a few people in the process. Next we have a hero-type person (Hurt here, Robert Duvall in Falling Down) who is both sympathetic and determined to stop the antagonist.<br /><br />Contaminated Man is in fact a very good film with a good story line and some very good performances.<br /><br />8/10",positive
"Every time I watch this show I just want to turn it off and curse the makers for wasting my time week after week. The dialogs, or monologues rather, as everybody just rants on endlessly about nothing, are just becoming so tedious. For example, the episode I watched yesterday began with a seemingly unending rambling about how a particular dish (I forgot what it was, pasta with meatballs perhaps) always manages to turn the Gilmore family dinner into all-out war. And these were just the few seconds or so.<br /><br />So it seems every time, lots of lines, with absolutely zero content. The scripts they use must be enormous.<br /><br />But then every once in a while something happens. The babbling stops and suddenly there are these wonderful silent, emotional moments. For example, this week it was Lorelai's breakdown at the estate agent's. I just thought it was the best piece of TV I have seen for a long while.<br /><br />Almost makes everything worthwhile.",positive
"All I can really say is that I'm glad that I was knitting socks while watching the movie, or I would be very angry for having wasted 2 hours of my life. The acting was terrible, the plot was even worse. There were some scenes that were meant to be serious that had my husband and I laughing out loud. I highly recommend this movie to people who like to do their own version of MST3K.",negative
"I really really love this show! I have always liked the 1990's shows of Space Ghost! This show was hilarious and I can't believe why Cartoon Network's Adult Swim would take such a funny show like this off the air. I hope they put this show on DVD or something. The show is about Brak (from the Space Ghost cartoons, SGCC and Cartoon Planet) who lives his every day life with his Mom and Dad and his best friend who likes to drop in a lot, Zorak! My favorite episodes were the one where Zorak gets this really good singing voice and then his voice doesn't give him any money that Zorak made from singing at all. Another episode I like is the one where Brak and Zorak didn't finish their homework and then they go back from Sunday to Friday and they just goof off and then they go back to the day homework was invented and then when they go back to the present homework didn't exist! Another episode I like is the one where Brak's Dad and their next door neighbor, Thundercleese the Robot keep getting into this agrument and then they get eaten by a giant worm. Another episode I liked was the one where Zorak makes a bully stand and then some new guy took over his stand. I also like a lot of the other episodes! One thing that never fails to make me laugh is when Zorak is getting beaten up, blasted and zapped!",positive
"I don't go for that many ""heist"" comedies, and I might not care for this one if it weren't for the actors, when it was made, and when I FIRST SAW it (just a few years later). It's almost too similar to ""The Happening"" (even though it's obviously a much less serious comedy than that one) - Mafia figure takes over his own kidnapping, or rather, turns it in a different direction altogether. Of course, Raquel Welch didn't play the kind of sharp character Faye Dunaway did in The Happening, but that doesn't make it a sexist film either - she was practically playing a stock character, almost HER version of a ""moll""! But, I'm completely biased - it's among the first films I ever saw with her, and at the time I saw it, you couldn't turn around without seeing a poster of her (luckily). I think Robert Wagner was really just right as the neither thoroughly likable nor dis-likable leader of the group, as were Edward G. Robinson (naturally) and Vittoria De Sica. And Godfrey Cambridge, an actor who always managed to be funny.",positive
"Poor Jane Austen ought to be glad she's not around to see this dreadful wreck of an adaptation. So many great Jane Austen movies have come out recently that this one deserves to be permanently buried along with two other movies I despise-The Man in the Gray Flannel Suit and the 1969 version of David Copperfield. My main beef with the movie is that it completely misses the point of the book. Jane Austen was poking fun at the Gothic mania in her society, and much of the novel is tongue in cheek. The movie, however, is serious and comes across terribly melodramatically. The lighthearted, fun-poking flavor of Austen's writing is completely and conspicuously absent from this ponderous foray iinto horror meets period drama. The scenes of Catherine's imagination are both gratuitous and uninteresting. Also, Henry Tilney is dreadfully unappealing. Why, I ask, would anyone fall for him? If you are looking for a fun-filled Jane Austen evening, watch Emma instead!",negative
"I agree with what so many others have said about the shallow and offensive nature of this film's examination of racism. It is baffling to me that so many people seem to have been fooled by its pretentiousness. I want to comment on the Matt Dillon character as an example of what's most infuriating about this movie. Here we have a man who -- contrasted with the film's underlying message that ""we're all a LITTLE racist"" -- effectively rapes a woman in public, cruelly humiliating her husband and deliberately goading him to make a move that, as he well knows, will lead to his arrest or even death. He does all this after pulling the couple over without any legal cause but because, as we come to understand, they are black and wealthy and he is a hurt little boy who is now the police and can therefore do as he pleases. This behavior is not a LITTLE racist. This behavior is evil. It is disturbing to me that this extreme of racism is held up next to another character's behavior -- spouting her paranoid stereotypes about gang violence -- to illustrate that everybody's a LITTLE racist. Later, we're spoon-fed some tripe about Dillon's poor old dad and how black folks drove him into the poor house. Is this supposed to explain, or worse, excuse this behavior? And is Dillon's character meant to redeem himself by committing the utterly unmotivated and unbelievable, laughably coincidental act of saving the woman he sexually assaulted the very night before? Please. The fact that so many people seem to feel some kind of self-congratulatory admiration for this film makes me feel sad about the shallowness of our understanding of racism, and our apparent lack of commitment to condemning and ending it.",negative
"There is no way to put into words just how bad, how shapeless, paceless and laughless these ""Vice Academy"" films really are. You have to experience one for yourself. For the third time in a row, writer-director Rick Sloane does not show even an ounce of writing or directing talent. There is nothing here that a person above the age of 5 will believe or laugh at, yet the (very brief) nudity and other ""plot"" elements make the films unsuitable for kids. Which leads me to believe that they are really aimed at adults with the mental capabilities of 5-year-olds. Elizabeth Kaitan makes a more than welcome replacement for Linnea Quigley - she is winningly bubbly and cute, and her wonderful big smile is about the only thing that can make a viewer smile as well. But watching her and the other girls in this film is like watching a bunch of flowers in a desert covered with horse manure. (*)",negative
"This film is a tapestry, a series of portraits of Rom communities woven together by music. It's very much a musician's film, because of the paucity of spoken dialogue - and what dialogue there is, is not important to the structure of the narrative. Some might expect a National Geographic tale of ""customs, dress, and music"" or a plot-line orbiting a few central characters - don't look for that here.<br /><br />This is because it paints a portrait of a family of peoples, rather than telling a story of individuals. The plot is the story through space (India to Andalucia) and/or/ time (we cannot tell) of a people. There is no need of narration. You get a sense of a joyous people, strongly linked in small communities where social interaction is very important. And a great sense of sadness in parts, at their rejection by society at large.<br /><br />So it's a paean to Rom culture, very beautifully shot, with a wide spectrum of Rom music, and a sting in the tail which is the oppression these people have faced, and still face.",positive
"I would highly recommend this movie! And I certainly shall be personally recommending it to my friends and family here and abroad! It was with excited anticipation, that I have just pre-ordered it online, I enjoyed it so much! It is not out until February/March 2008, but it will be well worth the wait! But first go and see it in the cinema if you can. There is nothing quite like the Cinema-Experience of a cinema-made movie! Insist that your local cinema puts it on! I went to see 'Seachd, the Inaccessible Pinacle' tonight, down here in London, and was really impressed. It is a marvel: a truly beautiful film set in the Scottish Highlands: you will laugh, you will cry, you will be moved in may different ways, you will be intrigued, and as the story within the stories is revealed, you will be amazed at that revelation.<br /><br />This movie is in Scottish Gaelic with English Subtitles, but do not let that detract you if you are not a speaker of the Gaelic: I am just starting, and my son does not, nor did many people there tonight, and it did not spoil it for us by any manner of means! Superlatives do not suffice! The photography is superb - there is no CGI here, and the movie is all the better for that- here you have true photography! The script is so skilfully and subtly written. The many-layered plot weaves the magic art of the ancient storytellers. The music is at times rousing, at times haunting, but always adding to the atmospheric ambiance. And the acting? ... it is to behold ... and the actors?... they the true weavers of this delightful yet profound film, particularly the two main actors, 'Padruig-the-young' and 'Padruig-the-elder' (A true bard, if ever there was!), who both carried a very heavy load! And the Direction? Well watch out Richard! And the Producer, responsible for raising funding, hiring key personnel, and arranging for distributors? A task well done! I hope that you will make sure that distribution goes out to our communities abroad! And the Gaelic community? Uill, without you it could not have happened! We were told that this movie was made on a low budget, but you would not know it, and I think it might well be because, for what they might have lacked in money, they more than made up for with the richness of the heart, and the warmth and co-operation of the local Scottish Gaelic community.<br /><br />A heartfelt thanks to all concerned in the making, and the sponsoring, of 'Seachd' - Mòran taing! (Many thanks!) From the Gaels to the World! From the World to the Gaels!",positive
"I am in a movie club at my school and I was forced to sit and watch this utterly dismal film. The film's story is not dismal, but the entire movie itself is exceedingly dismal. The acting was absolutely dreadful. The children were overly whiny. A metal pole could have done a better job. I wanted desperately to fall asleep, but because the television was so loud, I was kept from peace. The monkey's are neither cute, nor are they funny. The drama is laugh-worthy. I cannot remember when I saw a more dreadful film. The story is weak, thin, predictable, and completely fake. The adults try to be good actors, but they just can't seem to break through stereotypes. The girl even appears to want to leave the film via falling off a hill during the movie in order to leave it, I don't blame her. Micheal Anderson should publicly apologize for this film. Not just to me, but to everyone else who was forced to sit through this awful film. In fact, I apologize to you. Even if I had nothing to do with this project, I apologize for this film, because this means at least someone will. This film even surpasses the dismalness of films that of Rob Schneider and the Cheetah Girls. I would even go as far to say that it is even worse that Hilary Duff's collection of films, but that's pushing it. Just please don't see this film, or else you'll be pushed to write a review similar to this one on how awful this film is. I'm very sorry.",negative
"This is one of the funniest movies I have ever seen. If you know the Real World and the people from those shows, this movie will be top notch, if you have never seen the real world you will still think it is an extremely funny movie but you won't get some of the inside jokes about the actors and the tv show.",positive
"In Frank Sinatra's first three films, he was purely a speciality act: ostensibly playing himself, he merely shows up to croon a song during a nightclub sequence in somebody else's movie. In his fourth film, the very enjoyable 'Higher and Higher', Young Blue Eyes transitions into an acting career by playing an actual role ... a task made easier because he's playing himself in a fictional story that gives him a chance to croon a few numbers.<br /><br />Sinatra's entrance is quite funny. Michele Morgan hears a knock at the door, and asks who's there. From outside, a Hoboken-toned voice answers 'Frank Sinatra'. Sure enough...<br /><br />The opening credits of 'Higher and Higher' may confuse some viewers, as the names of songwriters Rodgers and Hart are prominently displayed. In fact, they only contributed one song to this musical: 'Disgustingly Rich', which this cast manage to toss off as a sort of intro to an entirely different song, 'I'm a Debutante'. Interestingly, that Rodgers & Hart song -- one of their weakest -- is perhaps the least enjoyable song in this movie's score; several others are lively up-tempo numbers, notably 'It's a Most Important Affair', 'When It Comes to Love, You're On Your Own' and 'I Saw You First'.<br /><br />Sinatra's good in this movie, but he would do better work (and sing better material) elsewhere. The real merits of 'Higher and Higher' are the delightful turns by some performers who rarely made films. Paul and Grace Hartman were an extremely popular husband-wife dance team who starred in several Broadway revues: genuinely graceful ballroom dancers, they put plenty of physical comedy into their dance material. (Here, Grace does a high kick that knocks a shoe out of Paul's hands.) Grace Hartman, who died of cancer at age 48, did almost no film work, so it's a real pleasure that this film gives us a rare chance to see her close-up, to hear her beautiful singing voice and to notice how sexy she looks in her maid's uniform. After Grace Hartman's death, her husband had a long career as a character actor, just occasionally dancing solo. (Or alongside Ken Berry in one memorable episode of 'Mayberry RFD'.)<br /><br />Also quite attractive in a maid's uniform here in 'Higher and Higher' is the vivacious teenage singer Marcy McGuire. Why didn't this talented girl make more movies? Perhaps she was just a bit too similar in personality to Betty Hutton. I enjoy Hutton's performances but I like Marcy McGuire even better. Near the end of 'Higher and Higher' there's an amusing bit of physical business featuring McGuire and Mary Wickes as waitresses, taking it in turns to move from table to table in a nightclub. The alternating strides of short McGuire and tall gawky Wickes are hilarious! Regrettably, although Leon Errol plays a large role in 'Higher and Higher', he is given almost no comedy business: not once does he do his famous rubber-legged dance. Jack Haley, despite his prominent billing, is also wasted.<br /><br />Very well-represented here is Dooley Wilson, inevitably remembered as Sam from 'Casablanca'. In that film, Wilson did his own singing but faked his keyboard performance of 'As Time Goes By'. (In real life, Wilson couldn't play piano.) Here in 'Higher and Higher', he sings pleasingly and gives some amusing reactions to the other players. Less enjoyable is Mel Odious, I mean Mel Torme. Victor Borge gives a rare film performance here, handling his dialogue deftly but never doing any of the keyboard comedy which he later did successfully in his stage shows.<br /><br />The plot? Forget it. 'Higher and Higher' is nobody's idea of a 'great' musical, but it's an enjoyable delight, and I'll rate it 8 out of 10. Director Tim Whelan, who worked in Britain as well as in Hollywood, deserves to be much better known.",positive
"When I was 11, Grease 2 was like crack. It was a classless, shameful, euphoric, and powerfully addictive experience. My sister and I would watch it, rewind it, and watch it over again and again and again until we passed out or became too confused and hostile to stand one another. So, if you are an 11-year old girl, and you reviewed this film as ""brilliant"" or ""fun"" or ""better than the original Grease,"" you have your fledgling adolescent hormones to blame and you can rest assured that this unyielding fixation with utter rubbish will pass.<br /><br />If, however, you are not a little girl, you have absolutely no excuse to suggest that Grease 2 was anything but an inane, artless, slipshod embarrassment for all who participated in its production, distribution, and/or consumption.<br /><br />For the sake of criticism, I will dignify the film now by explaining why it blows <br /><br />1. In a well-executed musical, the songs should advance the narrative or develop the characters. In Grease 2, with a few debatable exceptions, to the music is obscenely pointless. Most of the songs appear to relate gimped innuendo about sex in an excessive and general way (""Score Tonight,"" ""Reproduction,"" ""Do It For Our Country,"" and ""Prowlin'"") without making one concrete statement about any of the film's characters or themes. Plus, all of the music is uncomfortably stupid and no one in the cast demonstrates even the crudest semblance of an ability to sing or dance.<br /><br />2. The T-birds should be badass, and if not at least somewhat likable, but instead each of them is an annoying wussy-dufus-loser. In the end, when Johnny Nogerelli offers Michael the sacred T-bird jacket and initiates him into the gang, Michael should kick it to the ground, spit on it, and duck away to fervently scrub any part of his body that was touched by it. But of course, he accepts it as if it is gold because despite the fact that they are a bunch of bumbling meatheads, there is no greater honor than to be one with the T-birds. <br /><br />3. Since Michael is beautiful, smart, kind, resourceful, and above average in everyway (his musical impotence notwithstanding), it is feasible that Stephanie would ultimately embrace him when he reveals himself to be the man behind the mask. Stephanie, on the other hand, is a slovenly, slack-jawed, bubble gum smacking, dirty sweatshirt wearing, gracelessly rude and trashy dingbat. So aside from being pretty (I guess), she harbors no likable characteristics, thus, audiences are given no justification whatsoever for the depth of Michael's attraction to her.<br /><br />I could go on and on, but I didn't want to mention the gross inferiority to its predecessor since there are apparently so many cranks out there who seem to feel that such a comparison is unfair. I will say this though, to those of you who think you want to revisit this mess for old time's sake: Grease 2 is an experience akin to re-living your first kiss. Only you are 32 now and kissing a snot-nosed 13-year old kid with acne and slobby braces. The magic is gone and you are left feeling dirty and disturbed. Trust me.",negative
"I am a Shakespeare fan, and I can appreciate what Ken Branagh has done to bring Shakespeare back for a new generation of viewers. However, this movie falls short of conveying the overall intentions of the play with the ridiculous musical sequences. Add that with Alicia Silverstone's stumbling over the dialogue (reminiscent of Keanu Reeves in Much Ado About Nothing) and other poorly cast roles, it all equals an excruciating endurance of viewing.",negative
"Apartmente'L is one of the most interesting movies that I have ever seen. I experienced extreme frustration while watching this movie as I was gunning for the two leads to reunite. That never happened in the end which disappointed me to no end. But the ending lends an even more cynical touch to a generally cynical movie. It is not a movie which people are likely to rewatch but one watch itself will have a deep impact on people. As of now I haven't rewatched the movie and I don't think I will.<br /><br />The story follows the experiences of a man, Max, who is engaged to be married to Muriel. He remembers his old girlfriend Lisa(he considers this the love of his life) as he listens, by accident, to Lisa talking on the telephone. Thus he tries to find Lisa. Here starts his extremely frustrating search for Lisa. There are many layers to this movie. There are undercurrents of jealousy, vouyeurism and so on. There is also another character called Alice who is involved in the whole confusion. The movie then moves through a whole range of twists and finally leads to an ending which could be interpreted in many ways. It is fascinating how this movie has only four main characters but the clever writing makes it interesting and unique. What I love about the fact is that a movie about obsession, jealousy is done in such a light hearted manner. It has a very fast pace which is probably the reason why it can appeal to a large audience. The main character, Max, has shades of grey and I felt the ending was perfect. I don't think he is supposed to be a clean character considering the fact he is searching for his long lost love while he is engaged and he also has a fling with Alice.<br /><br />The character of Alice is even worse. Her manipulation and her compulsive lying can really irritate viewers(that is the point, I guess). The scene where she breaks down in front of Lucien really shows another facet of her character. It shows a side of her that wants to be accepted and that she is tired of all the lying and the games and she wants to lead a normal life. In the end, she understands that she needs to get away from it all. The ending lends a cynical touch. Because it seems as if Max's love for Alice is temporary and fake. It is as if to say that love in general is a temporary emotion and it is better to choose the safe option(i.e Muriel) than to pursue something that is so fleeting(i.e Lisa or Alice). In many ways this is not really a romantic movie but a satire about romance(in a way).<br /><br />The performances deserve high praise. Vincent Cassel as Max gives a great performance. He perfectly portrays the confusion of a man who is not really sure about his engagement. His geeky looks are an added advantage as it fits the character perfectly. But the real star of the movie is Romane Bohringer as Alice. Her nuanced portrayal of a woman who is jealous of Alice and is in love with Max. The scene where she screams ""I am a nutcase too"" really shows her desperation and her yearning to live a normal life with a man who loves her.<br /><br />Btw I also thought lesbianism is another interpretation that can be drawn from this movie. Alice's actions can be explained in many ways. And her unreasonable obsession with Lisa may also be explained as a manifestation of a lesbian desire. It may be far-fetched considering she encourages Lisa to forgive her current boyfriend. But I got the feeling that she was a lesbian for a long time. She also avoids questions from Lisa regarding a boyfriend. She spends a whole lot of time with Lisa and she is happy during that time. That may lead many to question her sexual orientation.<br /><br />Overall I would give it a 9/10. I think it deserves it but I subtracted one because of the rewatchability factor. I think it is a perfect movie otherwise.",positive
